C38155|recurrent-disease
C125597|polysyndactyly
C34955|pseudogout
C97099|zinc-deficiency-disorder
C97096|porphyria
C82892|hemosiderosis
C129980|neonatal-hemochromatosis
C115763|transfusion-hemosiderosis
C118675|mitochondrial-enzyme-deficiency
C131422|cholesterol-side-chain-cleavage-deficiency
C34709|hyperlipoproteinemia
C128114|autosomal-recessive-hypercholesterolemia
C128806|hyperalphalipoproteinemia
C84771|hyperlipoproteinemia-type-i
C34704|hyperlipoproteinemia-type-ii
C35637|hyperlipoproteinemia-type-iib
C123416|hyperlipoproteinemia-type-iia
C97093|lipodystrophy
C131089|acquired-generalized-lipodystrophy
C131814|focal-lipodystrophy
C131815|generalized-lipodystrophy
C48899|hiv-lipodystrophy
C131296|partial-lipodystrophy
C129723|acquired-partial-lipodystrophy
C97045|metabolic-bone-disorder
C26838|osteomalacia
C3298|osteoporosis
C119996|pediatric-osteoporosis
C3292|bone-paget-disease
C6717|sternal-paget-disease
C131861|juvenile-paget-disease
C97089|carbohydrate-metabolism-disorder
C84723|galactosemia
C114767|galactokinase-deficiency
C81325|transferase-deficiency-galactosemia
C99104|utp-hexose-1-phosphate-uridylyltransferase-deficiency
C53655|glucose-metabolism-disorder
C34646|glucose-intolerance
C122685|prediabetes
C2985|diabetes-mellitus
C34537|lipoatrophic-diabetes-mellitus
C114769|maturity-onset-diabetes-of-the-young
C131859|mitochondrial-diabetes
C114852|new-onset-diabetes-after-transplant
C111913|pre-gestational-diabetes
C2986|type-1-diabetes-mellitus
C26747|type-2-diabetes-mellitus
C84433|childhood-diabetes-mellitus
C34942|gestational-diabetes
C112844|gestational-diabetes-mellitus-a1
C112845|gestational-diabetes-mellitus-a2
C129739|monogenic-diabetes
C129741|glucokinase-associated-diabetes-mellitus
C129742|hepatocyte-nuclear-factor-1-alpha-associated-monogenic-diabetes
C129744|hepatocyte-nuclear-factor-4-alpha-associated-monogenic-diabetes
C131845|k-atp-associated-developmental-delay-epilepsy-and-neonatal-diabetes
C131846|k-atp-associated-transient-neonatal-diabetes-mellitus
C131847|k-atp-channel-associated-diabetes-mellitus
C131848|k-atp-permanent-neonatal-diabetes
C129760|kir62-associated-diabetes-mellitus
C129745|neurogenic-differentiation-factor-1-associated-monogenic-diabetes
C129746|pdx1-associated-monogenic-diabetes
C129747|sur1-associated-diabetes-mellitus
C129748|transcription-factor-associated-monogenic-diabetes
C34816|congenital-metabolic-disorder
C128187|2-hydroxyglutaric-aciduria
C131638|bisphosphoglycerate-mutase-deficiency
C128190|congenital-sucrase-isomaltase-deficiency
C131640|erythrocyte-adenylate-kinase-deficiency
C131641|erythrocyte-enolase-deficiency
C128119|fructose-16-bisphosphatase-deficiency
C131643|glucose-phosphate-isomerase-deficiency
C128193|glutathione-synthetase-deficiency
C131645|hexokinase-deficiency
C131849|hexose-6-phosphate-dehydrogenase-deficiency
C131851|hyperphosphatemic-familial-tumoral-calcinosis
C97091|intermediary-metabolism-disorder
C85005|peroxisomal-disorder
C126738|phosphoglycerate-kinase-1-deficiency
C131649|pyrimidine-5-nucleotidase-deficiency
C99037|pyruvate-kinase-deficiency
C131652|triosephosphate-isomerase-deficiency
C61257|neuronal-ceroid-lipofuscinosis
C85861|neuronal-ceroid-lipofuscinosis-type-1
C85864|neuronal-ceroid-lipofuscinosis-type-2
C61258|neuronal-ceroid-lipofuscinosis-type-3
C128116|neuronal-ceroid-lipofuscinosis-type-4b
C97092|lipid-metabolism-disorder
C117115|fatty-acid-metabolism-disorder
C117254|sphingolipidosis
C97090|amino-acid-metabolism-disorder
C98863|butyryl-coa-dehydrogenase-deficiency
C98674|methylcrotonyl-coa-carboxylase-deficiency
C81315|phenylketonuria
C117117|classical-phenylketonuria
C138171|hyperphenylalaninemia-bh4-deficient-a
C138173|hyperphenylalaninemia-bh4-deficient-c
C98640|tyrosinemia
C98641|tyrosinemia-type-i
C129032|tyrosinemia-type-ii
C101334|organic-acid-metabolism-disorder
C98841|beta-ketothiolase-deficiency
C98964|isovaleric-acidemia
C85030|propionic-acidemia
C98678|3-methylglutaconic-aciduria
C98683|3-methylglutaconic-aciduria-type-1
C26836|nutritional-disorder
C121669|disordered-eating
C34939|potassium-deficiency-disorder
C3669|malnutrition
C34952|protein-energy-malnutrition
C35772|vitamin-deficiency-disorder
C85220|vitamin-a-deficiency
C35010|vitamin-c-deficiency
C99108|vitamin-k-deficiency
C114830|vitamin-d-deficiency
C131073|vitamin-d-1-alpha-hydroxylase-deficiency
C131074|vitamin-d-25-hydroxylase-deficiency
C128265|vitamin-d3-deficiency
C35129|vitamin-b-deficiency
C34418|vitamin-b1-deficiency
C131684|vitamin-b12-deficiency
C85221|vitamin-b6-deficiency
C27090|degenerative-disorder
C27744|plexopathy
C27194|brachial-plexopathy
C27750|spinal-degenerative-disorder
C27040|spinal-degenerative-arthritis
C26983|intervertebral-disc-degenerative-disorder
C27156|cervical-disc-degenerative-disorder
C27155|thoracic-disc-degenerative-disorder
C27154|lumbar-disc-degenerative-disorder
C4802|central-nervous-system-degenerative-disorder
C34373|amyotrophic-lateral-sclerosis
C133085|brachial-amyotrophic-diplegia
C82342|huntingtons-disease
C97073|hereditary-neurodegenerative-disorder
C34460|cerebral-palsy
C97168|ataxic-cerebral-palsy
C97169|athetoid-cerebral-palsy
C116906|hypotonic-cerebral-palsy
C97177|mixed-cerebral-palsy
C116903|spastic-cerebral-palsy
C116904|spastic-quadriplegia
C34781|spastic-diplegia
C116905|spastic-hemiplegia
C79593|extrapyramidal-disorder
C26845|parkinsons-disease
C140267|hereditary-spastic-paraplegia
C142893|spastic-paraplegia-3a
C129981|spastic-paraplegia-4
C82341|spinocerebellar-ataxia
C129982|spinocerebellar-ataxia-type-1
C142838|spinocerebellar-ataxia-type-6
C126562|spinocerebellar-ataxia-type-7
C34527|demyelinating-disorder
C27062|demyelinating-polyneuropathy
C84636|chronic-inflammatory-demyelinating-polyneuropathy
C34526|demyelinating-disorder-of-central-nervous-system
C35797|demyelinating-encephalopathy
C84623|central-pontine-myelinolysis
C36287|congenital-or-acquired-anatomic-abnormality
C118458|cheiromegaly
C35096|deformity-of-forearm
C34616|flat-foot
C34836|ingrown-toenail
C78503|nipple-deformity
C127828|sialocele
C78488|musculoskeletal-deformity
C103184|genu-recurvatum
C35296|nose-deformity
C34856|acquired-deformity-of-nose
C27298|ptosis
C27049|congenital-eyelid-ptosis
C34658|hallux-valgus
C35227|acquired-hallux-valgus
C35324|congenital-hallux-valgus
C35268|macrocephaly
C35652|acquired-macrocephaly
C35653|congenital-macrocephaly
C36173|prolapse
C78570|intestinal-stoma-prolapse
C50655|mitral-valve-prolapse
C34973|rectal-prolapse
C78571|urostomy-prolapse
C118754|uveal-prolapse
C35108|uterine-prolapse
C35339|first-degree-uterine-prolapse
C114377|postpartum-uterine-inversion
C35340|second-degree-uterine-prolapse
C35722|third-degree-uterine-prolapse
C3045|fistula
C35327|broncho-esophageal-fistula
C80694|bronchopleural-fistula
C98957|cutaneous-fistula
C78266|enterovesical-fistula
C78560|pleural-fistula
C99040|recto-vesico-vaginal-fistula
C118308|sacral-fistula
C36192|arteriovenous-fistula
C35377|congenital-arteriovenous-fistula
C99029|pulmonary-arteriovenous-fistula
C78298|female-genital-tract-fistula
C78685|uterine-fistula
C79847|vaginal-fistula
C9489|genitourinary-fistula
C35106|female-genitourinary-fistula
C35080|tracheoesophageal-fistula
C98948|congenital-h-type-tracheoesophageal-fistula
C79850|urinary-tract-fistula
C79849|bladder-fistula
C78595|renal-pelvis-fistula
C78663|ureteric-fistula
C78668|urethral-fistula
C78319|digestive-system-fistula
C60785|anorectal-fistula
C79540|biliary-fistula
C79574|esophageal-fistula
C78305|gallbladder-fistula
C79595|gastric-fistula
C79701|pancreatic-fistula
C34732|intestinal-fistula
C78239|colonic-fistula
C78256|duodenal-fistula
C78352|ileal-fistula
C34614|intestinal-fistula-excluding-rectum-and-anus
C78396|jejunal-fistula
C79713|rectal-fistula
C78552|head-and-neck-fistula
C124532|external-auditory-canal-fistula
C78410|laryngeal-fistula
C79715|salivary-gland-fistula
C78506|oral-cavity-fistula
C127824|orocutaneous-fistula
C78551|pharyngeal-fistula
C127823|pharyngocutaneous-fistula
C79851|respiratory-tract-fistula
C79543|bronchial-fistula
C78577|pulmonary-fistula
C78641|tracheal-fistula
C127825|tracheoarterial-fistula
C34685|hernia
C34693|scrotal-hernia
C34687|diaphragmatic-hernia
C98893|congenital-diaphragmatic-hernia
C98945|hiatal-hernia
C34688|traumatic-diaphragmatic-hernia
C35641|hernia-with-obstruction-without-mention-of-gangrene
C35639|femoral-hernia-with-obstruction-without-mention-of-gangrene
C35640|umbilical-hernia-with-obstruction-without-mention-of-gangrene
C35642|ventral-hernia-with-obstruction-without-mention-of-gangrene
C34686|hernia-without-mention-of-obstruction-or-gangrene
C34728|inguinal-hernia-without-mention-of-obstruction-or-gangrene
C35090|umbilical-hernia-without-mention-of-obstruction-or-gangrene
C35122|ventral-hernia-without-mention-of-obstruction-or-gangrene
C34690|inguinal-hernia
C34691|direct-inguinal-hernia
C122786|incarcerated-inguinal-hernia
C34692|indirect-inguinal-hernia
C34689|femoral-hernia
C35209|femoral-hernia-with-obstruction
C98700|abdominal-hernia
C118374|epigastric-hernia
C118313|ventral-hernia
C118375|umbilical-hernia
C115967|gangrenous-umbilical-hernia
C2849|congenital-abnormality
C124493|acephalostomia
C120864|agenesis
C118459|amastia
C124538|ankyloglossia
C124497|atresia
C104813|branchial-cleft-remnant
C124505|caudal-dysplasia
C124506|cebocephaly
C124507|celosomy
C124508|cheilognathopalatoschisis
C124509|cheilognathoschisis
C124511|cleft-jaw
C87175|cleft-lip
C124513|cleft-maxilla
C87069|cleft-palate
C84641|clubfoot
C114960|congenital-disruption
C34961|congenital-infundibular-stenosis
C101329|congenital-malformation-syndrome-related-to-known-exogenous-cause
C98886|congenital-vena-cava-abnormality
C124518|craniofenestria
C124519|cranioschisis
C124520|cryptophthalmia
C124522|cyclopia
C124529|ethmocephaly
C124531|exencephaly
C124510|facial-cleft
C124541|hemivertebra
C34715|hypertelorism
C98622|larnygeotracheoesophageal-cleft
C98972|laryngeal-atresia
C97062|laryngocele
C98974|lithium-induced-birth-defect
C127956|major-congenital-anomaly
C124512|mandibular-cleft
C98997|omphalocele
C124568|otocephaly
C99014|persistent-cloaca
C124573|prosoposchisis
C87130|pterygium-colli
C124580|rhinocephaly
C87118|sacral-dimple
C118455|sirenomelia
C124586|thoracogastroschisis
C124587|thoracoschisis
C27331|thyroid-gland-malformation
C98896|congenital-hand-and-foot-deformity
C48900|macrodactyly
C87110|polydactyly
C99141|radial-hypoplasia
C87120|single-palmar-crease
C87125|syndactyly
C98897|thumb-hypoplasia
C113824|twin-twin-transfusion-syndrome
C111656|twin-reversed-arterial-perfusion-sequence-malformation
C97151|congenital-systemic-disorder
C97174|congenital-skin-disorder
C98822|aplasia-cutis-congenita
C97171|congenital-digestive-system-disorder
C98813|annular-pancreas
C98881|congenital-abnormality-of-the-large-intestine
C97071|congenital-hepatic-fibrosis
C97072|ductal-plate-malformation
C87072|esophageal-atresia
C98924|esophageal-duplication
C98960|intestinal-duplication
C98961|intestinal-malrotation
C98975|low-anorectal-malformation
C98987|microcolon
C121970|pancreaticobiliary-malunion
C34421|biliary-atresia
C97069|extrahepatic-biliary-atresia
C97070|intrahepatic-biliary-atresia
C98887|congenital-eye-disorder
C87077|congenital-ankyloblepharon
C98814|anophthalmos
C101187|bilateral-anophthalmos
C101188|unilateral-anophthalmos
C98888|congenital-cataract
C101194|congenital-bilateral-cataracts
C101195|congenital-unilateral-cataract
C27048|congenital-eyelid-malformation
C98878|coloboma-of-the-eyelid
C98989|microphthalmos
C101189|bilateral-microphthalmos
C101190|unilateral-microphthalmos
C97173|congenital-respiratory-system-disorder
C99028|pulmonary-agenesis
C35376|tracheal-agenesis
C35754|tracheal-atresia
C98882|congenital-lung-malformation
C98809|alveolar-capillary-dysplasia
C97124|bronchopulmonary-sequestration
C98892|congenital-cystic-adenomatoid-malformation-of-the-lung
C98895|congenital-lobar-emphysema
C99034|congenital-pulmonary-lymphangiectasia
C99035|pulmonary-hypoplasia
C103226|pulmonary-trunk-hypoplasia
C89337|congenital-musculoskeletal-defect
C120673|extra-lumbar-vertebra
C97172|congenital-nervous-system-disorder
C98890|congenital-cerebellar-hypoplasia
C101198|congenital-facial-nerve-palsy
C98876|congenital-hydrocephalus
C98905|corpus-callosum-agenesis
C98907|craniorachischisis
C98913|diastematomyelia
C124557|encephalomeningocele
C116936|polymicrogyria
C99056|schizencephaly
C4976|central-nervous-system-vascular-malformation
C2936|cerebral-arteriovenous-malformation
C84626|cerebral-cavernous-malformation
C121967|meningioangiomatosis
C98642|vein-of-galen-malformation
C98999|optic-nerve-hypoplasia
C101268|bilateral-optic-nerve-hypoplasia
C101269|unilateral-optic-nerve-hypoplasia
C101214|spina-bifida
C101044|spina-bifida-occulta
C101201|myelomeningocele
C101202|cervical-myelomeningocele
C101203|lumbar-myelomeningocele
C101207|sacral-myelomeningocele
C101208|thoracic-myelomeningocele
C103185|congenital-reproductive-system-abnormality
C103186|sexual-differentiation-disorder
C127169|46xx-differences-of-sex-development
C127172|46xx-ovotesticular-difference-of-sex-development
C127170|46xx-testicular-differences-of-sex-development
C127174|46xx46xy-ovotesticular-differences-of-sex-development
C127173|46xy-ovotesticular-differences-of-sex-development
C131864|idiopathic-46xy-differences-of-sex-development
C127167|ovotesticular-differences-of-sex-development
C127168|sex-chromosome-differences-of-sex-development
C127171|46xy-differences-of-sex-development
C128188|46xy-sex-reversal-1
C132270|46xy-sex-reversal-4
C35107|congenital-genitourinary-abnormality
C40341|hypospadias
C98885|congenital-urinary-system-abnormality
C123026|congenital-renal-hypoplasia
C98915|duplex-kidney
C98917|duplicated-ureter
C98947|horseshoe-kidney
C99005|patent-urachus
C99006|pelvic-kidney
C123254|urachal-diverticulum
C123255|urachal-remnant
C99021|posterior-urethral-valve
C123210|posterior-urethral-valves-type-1
C123211|posterior-urethral-valves-type-3
C99041|renal-agenesis
C101219|bilateral-renal-agenesis
C101220|unilateral-renal-agenesis
C99009|penile-agenesis
C99010|penoscrotal-transposition
C99103|uterine-agenesis
C35415|vaginal-hypoplasia
C98923|epispadias
C123177|continent-epispadias
C123178|incontinent-epispadias
C120188|persistent-mullerian-duct-syndrome
C120189|persistent-mullerian-duct-syndrome-type-i
C120190|persistent-mullerian-duct-syndrome-type-ii
C87121|situs-inversus
C99061|situs-inversus-thoracis
C101032|dextrocardia-situs-solitus
C35729|congenital-cardiovascular-abnormality
C84477|congenital-coronary-artery-abnormality
C98914|discordant-ventriculoarterial-connection
C98916|double-outlet-right-ventricle
C111643|ectopia-cordis
C99024|premature-closure-of-ductus-arteriosus
C99060|single-ventricle-defect
C99137|great-vessels-abnormality
C98958|interrupted-aortic-arch
C103917|right-aortic-arch
C99106|vascular-ring
C112117|vascular-malformation
C2882|arteriovenous-hemangiomamalformation
C35515|gastrointestinal-arteriovenous-malformation
C35611|hepatic-arteriovenous-malformation
C35477|renal-arteriovenous-malformation
C35479|retinal-arteriovenous-malformation
C95834|congenital-heart-disease
C98818|aortic-valve-atresia
C99265|congenital-complete-atrioventricular-block
C34666|heart-malformation
C34804|malposition-of-heart-and-cardiac-apex
C98992|mitral-valve-atresia
C34921|ostium-primum-defect
C124569|overriding-aorta
C99004|partial-anomalous-pulmonary-venous-return
C34619|patent-foramen-ovale
C98880|persistent-truncus-arteriosus
C85202|tricuspid-valve-atresia
C99031|pulmonary-valve-atresia
C99032|pulmonary-valve-atresia-with-intact-ventricular-septum
C99033|pulmonary-valve-atresia-with-ventricular-septal-defect
C84505|tetralogy-of-fallot
C101322|complete-atrioventricular-septal-defect-with-tetralogy-of-fallot
C110942|congenital-anomaly-of-pulmonary-veins
C98585|total-anomalous-pulmonary-venous-return
C98590|type-i-total-anomalous-pulmonary-venous-return
C98592|type-ii-total-anomalous-pulmonary-venous-return
C98597|type-iii-total-anomalous-pulmonary-venous-return
C98598|type-iv-total-anomalous-pulmonary-venous-return
C84482|congenital-septal-defect
C124495|aorticopulmonary-septal-defect
C101029|atrioventricular-septal-defect
C101030|complete-atrioventricular-canal-defect-balanced
C101031|complete-atrioventricular-canal-defect-unbalanced
C93210|inflammatory-disorder
C121604|catheter-related-inflammation
C128351|foodborne-illness
C128368|mastoiditis
C116779|spondylitis
C115965|mucositis
C78412|laryngeal-mucositis
C78553|pharyngeal-mucositis
C78644|tracheal-mucositis
C3853|gastrointestinal-mucositis
C78170|anal-mucositis
C79575|esophageal-mucositis
C78313|gastric-mucositis
C78613|small-intestinal-mucositis
C78409|large-intestinal-mucositis
C78584|rectal-mucositis
C26887|stomatitis
C35039|ulcerative-stomatitis
C26726|infectious-disorder
C34463|chlamydial-infection
C128366|clinical-infection
C50534|direct-contact-transmission-infection
C128367|endogenous-infection
C3065|granuloma-inguinale
C50612|indirect-contact-transmission-infection
C34790|lymphangitis
C26822|lymphogranuloma-venereum
C50719|pyrogenic-infection
C50758|subclinical-infection
C85505|mycetoma
C34349|actinomycetoma
C3289|opportunistic-infection
C4988|aids-associated-opportunistic-infection
C115164|nosocomial-infection
C115297|nosocomial-pneumonia
C9494|latent-infection
C35056|latent-syphilis
C128430|early-latent-syphilis
C128371|late-latent-syphilis
C28356|tropical-disease
C35084|gambian-trypanosomiasis
C35085|rhodesian-trypanosomiasis
C41353|yaws
C41352|early-yaws
C41354|late-yaws
C45234|wound-infection
C50705|posttraumatic-wound-infection
C35050|surgical-wound-infection
C50704|postoperative-wound-infection
C35803|zoonotic-infection
C35373|zoonotic-bacterial-infection
C128425|anaplasmosis
C128426|louse-borne-relapsing-fever
C34971|rat-bite-fever
C128427|southern-tick-associated-rash-illness
C26686|abscess
C35307|axillary-abscess
C99090|lung-abscess
C99091|lymph-node-abscess
C99093|skin-abscess
C35347|splenic-abscess
C82902|crypt-abscess
C128326|intra-abdominal-abscess
C128328|mesenteric-abscess
C96272|microabscess
C128331|pelvic-abscess
C128323|parapharyngeal-abscess
C128329|perihepatic-abscess
C123016|perinephric-abscess
C128322|peritonsillar-abscess
C121148|pituitary-abscess
C128325|prevertebral-abscess
C123017|renal-abscess
C128330|retroperitoneal-abscess
C128324|retropharyngeal-abscess
C128327|subdiaphragmatic-abscess
C126462|tubo-ovarian-abscess
C35666|ureter-abscess
C35523|vaginal-abscess
C27334|adrenal-gland-abscess
C26969|corneal-abscess
C99089|liver-abscess
C27346|parathyroid-gland-abscess
C99092|perianal-abscess
C27115|thyroid-gland-abscess
C34734|intracranial-abscess
C27030|cerebral-abscess
C27100|actinomycotic-cerebral-abscess
C35475|tooth-abscess
C34917|periodontal-abscess
C34913|periapical-dental-abscess
C34914|periapical-abscess-with-sinus
C3439|viral-infection
C115149|adenovirus-infection
C34396|arthropod-borne-viral-infection
C123276|bk-virus-infection
C128422|chikungunya
C84695|erythema-infectiosum
C14364|genital-herpes
C128829|hhv6-infection
C39291|hhv8-infection
C3108|hiv-infection
C39292|htlv-1-infection
C128439|hand-foot-and-mouth-disease
C3899|hantavirus-infection
C128828|hepatitis-c-virus-infection
C50583|herpes
C34697|herpetic-vulvovaginitis
C128830|jc-virus-infection
C96406|measles
C80127|merkel-cell-polyomavirus-infection
C128424|middle-east-respiratory-syndrome
C128421|monkeypox
C29888|mumps
C34849|newcastle-disease
C36066|orbivirus-infection
C34924|pharyngoconjunctival-fever
C28182|rabies
C122572|rhinovirus-infection
C128420|roseola-infantum
C85064|severe-acute-respiratory-syndrome
C35547|yellow-fever-virus-infection
C128423|zika-virus-infection
C34695|cold-sore
C34528|dengue-fever
C34683|dengue-hemorrhagic-fever
C38759|epstein-barr-virus-infection
C34726|infectious-mononucleosis
C126348|chronic-active-ebv-infection
C53482|influenza
C80444|h1n1-influenza
C85051|rubella-infection
C34992|congenital-rubella
C35027|smallpox
C34365|alastrim
C35028|modified-smallpox
C96407|varicella-zoster-infection
C97132|chicken-pox
C113672|disseminated-oka-varicella-zoster-virus-infection
C71079|herpes-zoster
C36170|viral-hemorrhagic-fever
C34395|arthropod-borne-hemorrhagic-fever
C34682|congo-crimean-hemorrhagic-fever
C36171|ebola-hemorrhagic-fever
C128418|lassa-fever
C35410|mite-borne-hemorrhagic-fever
C35174|mosquito-borne-hemorrhagic-fever
C128419|rift-valley-fever
C35412|rodent-borne-hemorrhagic-fever
C35411|tick-borne-hemorrhagic-fever
C35121|venezuelan-equine-fever
C53649|cytomegaloviral-infection
C50521|cytomegaloviral-retinitis
C35360|cytomegalovirus-pneumonia
C122426|acquired-cytomegaloviral-infection
C122427|congenital-cytomegaloviral-infection
C27217|cytomegaloviral-gastritis
C35402|cytomegalovirus-colitis
C27218|cytomegalovirus-esophagitis
C35660|cytomegalovirus-gastroenteritis
C27108|viral-esophagitis
C27023|herpes-esophagitis
C27219|viral-respiratory-tract-infection
C3354|respiratory-syncytial-virus-infection
C27851|human-papillomavirus-infection
C103296|aids-related-human-papillomavirus-infection
C4820|anogenital-human-papillomavirus-infection
C27553|genital-human-papillomavirus-infection
C3245|fungal-infection
C84642|coccidioidomycosis
C2967|cryptococcosis
C27861|aids-related-cryptococcosis
C53658|fungal-endophthalmitis
C77201|histoplasmosis
C82981|malassezia-furfur-infection
C84891|microsporidiosis
C34891|paracoccidioidomycosis
C77212|zygomycosis
C2886|aspergillosis
C84547|allergic-bronchopulmonary-aspergillosis
C34428|blastomycosis
C34429|north-american-blastomycosis
C27107|fungal-esophagitis
C27027|candida-esophagitis
C26711|candidiasis
C116812|disseminated-candidiasis
C116813|invasive-candidiasis
C28137|oral-candidiasis
C4985|oropharyngeal-candidiasis
C27867|aids-related-oropharyngeal-candidiasis
C2914|vulvovaginal-candidiasis
C27860|aids-related-vulvovaginal-candidiasis
C35635|chronic-candidiasis
C34444|chronic-mucocutaneous-candidiasis
C35576|mucocutaneous-candidiasis
C27864|parasitic-infection
C84541|african-trypanosomiasis
C84551|amebiasis
C128394|angiostrongyliasis
C128393|anisakiasis
C128392|ascariasis
C84581|babesiosis
C84583|balantidiasis
C128397|baylisascariasis
C84629|chagas-disease
C34520|cysticercosis
C34540|dipetalonemiasis
C128391|diphyllobothriasis
C84677|dracunculiasis
C84682|echinococcosis
C128396|enterobiasis
C128388|fasciolopsiasis
C128387|fasciolosis
C128395|gnathostomiasis
C84751|helminthiasis
C128389|heterophyiasis
C34702|hookworm-infection
C4076|isosporiasis
C27868|aids-related-isosporiasis
C34784|loiasis
C128390|metagonimiasis
C34838|necatoriasis
C34861|onchocerciasis
C34862|ocular-onchocerciasis
C39295|opisthorchis-viverrini-infection
C128400|myiasis
C128401|pediculosis
C34587|parasitic-endophthalmitis
C35030|sparganosis
C128398|strongyloidiasis
C85180|taeniasis
C85194|toxocariasis
C128399|trichuriasis
C34758|visceral-larva-migrans
C35805|ancylostomiasis
C35175|ancylostomiasis-due-to-ancylostoma-braziliense
C35366|ancylostomiasis-due-to-ancylostoma-ceylanicum
C34374|ancylostomiasis-due-to-ancylostoma-duodenale
C34611|filariasis
C128360|lymphatic-filariasis
C34612|mansonella-ozzardi-infection
C34767|leishmaniasis
C34936|post-kala-azar-dermal-leishmaniasis
C34768|cutaneous-leishmaniasis
C34769|american-cutaneous-leishmaniasis
C34770|asian-desert-cutaneous-leishmaniasis
C34771|kala-azar
C34797|malaria
C34426|blackwater-fever
C128373|cerebral-malaria
C34798|falciparum-malaria
C34799|quartan-malaria
C128372|severe-malaria
C34800|vivax-malaria
C3418|toxoplasmosis
C27865|aids-related-toxoplasmosis
C50454|adult-acquired-toxoplasmosis
C50503|congenital-toxoplasmosis
C35000|schistosomiasis
C34457|cutaneous-schistosomiasis
C35363|infection-by-schistosoma-bovis
C35364|infection-by-schistosoma-intercalatum
C35365|infection-by-schistosoma-mattheii
C39294|schistosoma-hematobium-infection
C35001|schistosoma-japonicum-infection
C35002|schistosoma-mansoni-infection
C35362|bladder-schistosomiasis
C34953|protozoal-infection
C50450|acanthamoeba-keratitis
C34493|coccidiosis
C128408|cryptosporidiosis
C128409|cyclosporiasis
C35720|trichomonas-infection
C35176|trichomonas-prostatitis
C35406|trichomonas-balanoposthitis
C35588|trichomonas-cervicitis
C35405|trichomonas-cystitis
C35083|trichomonas-vaginitis
C27583|infectious-disorder-by-site
C78627|splenic-infection
C78454|mucosal-infection
C35650|upper-respiratory-tract-infection
C50459|amnionitis
C83815|infectious-mediastinitis
C27193|ear-infection
C84763|herpes-zoster-oticus
C3299|infectious-otitis-externa
C27339|infectious-otitis-interna
C84354|infectious-otitis-media
C78563|pleural-infection
C45692|pyothorax
C26898|tuberculous-pleuritis
C35025|skin-infection
C34544|cutaneous-diphtheria
C35073|deep-seated-dermatophytosis
C35072|favus
C34629|furunculosis
C35620|herpes-simplex-dermatitis
C99088|impetigo
C35099|local-infection-of-skin-and-subcutaneous-tissue
C35777|pediculosis-pubis
C78606|scrotal-infection
C112181|tinea-infection
C35619|herpes-zoster-dermatitis
C34696|herpes-zoster-dermatitis-of-eyelid
C34998|scabies
C34855|norwegian-scabies
C78493|nail-infection
C112214|onychomycosis
C79702|paronychia
C128402|herpetic-whitlow
C3364|septicemia
C111915|severe-sepsis
C112019|surgical-site-infection
C122425|port-site-infection
C78629|stoma-site-infection
C78658|upper-aerodigestive-tract-infection
C34546|laryngeal-diphtheria
C34547|nasopharyngeal-diphtheria
C26720|chorioamnionitis
C111943|clinical-chorioamnionitis
C26839|bone-infection
C78402|joint-infection
C27577|osteomyelitis
C119042|chronic-recurrent-multifocal-osteomyelitis
C26873|infectious-lung-disorder
C26932|acute-bronchitis
C35158|lower-respiratory-tract-infection
C26899|pulmonary-tuberculosis
C26957|tuberculous-bronchiectasis
C27948|tuberculous-bronchopneumonia
C35088|tuberculous-fibrosis-of-lung
C79745|soft-tissue-infection
C26715|cellulitis
C34454|cellulitis-of-hand
C99000|orbital-cellulitis
C115992|periorbital-cellulitis
C35719|genitourinary-system-infection
C34968|pyosalpinx
C78716|vulval-infection
C78512|ovarian-infection
C78526|penile-infection
C121207|pyometra
C50791|urinary-tract-infection
C78671|urethral-infection
C34965|pyelonephritis
C123215|acute-pyelonephritis
C123216|chronic-pyelonephritis
C34964|pyelitis
C123038|xanthogranulomatous-pyelonephritis
C83816|infectious-cystitis
C26934|acute-cystitis
C27615|prostatic-infection
C27203|bacterial-prostatitis
C92957|acute-bacterial-prostatitis
C92956|chronic-bacterial-prostatitis
C3889|pelvic-inflammatory-disease
C27866|aids-related-pelvic-inflammatory-disease
C34359|adnexitis
C26880|salpingitis
C40120|acute-salpingitis
C40118|chronic-salpingitis
C78602|infectious-salpingitis
C40119|salpingitis-isthmica-nodosa
C84353|vaginal-infection
C116973|bacterial-vaginosis
C35621|gonococcal-infection-of-genitourinary-tract
C34648|acute-gonococcal-infection-of-lower-genitourinary-tract
C35431|acute-gonococcal-infection-of-upper-genitourinary-tract
C26764|endometritis
C27022|acute-endometritis
C142885|post-abortion-endometritis
C111914|postpartum-endometritis
C102820|chronic-endometritis
C27626|granulomatous-endometritis
C27625|non-specific-chronic-endometritis
C35733|head-and-neck-infection
C34545|faucial-diphtheria
C78329|gum-infection
C78434|lip-infection
C78531|periorbital-infection
C118722|stye
C35024|sinusitis
C128411|acute-sinusitis
C128434|rhinosinusitis
C35151|chronic-sinusitis
C34472|chronic-ethmoidal-sinusitis
C34473|chronic-frontal-sinusitis
C34477|chronic-maxillary-sinusitis
C34480|chronic-sphenoidal-sinusitis
C34597|ethmoidal-sinusitis
C34626|frontal-sinusitis
C34809|maxillary-sinusitis
C35031|sphenoidal-sinusitis
C36069|dental-and-periodontal-infection
C35522|periodontal-infection
C78639|tooth-infection
C45372|eye-infection
C50593|hypopyon
C83813|corneal-infection
